question,instruction,answer
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 7201),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 7201)"
Why does the creature become violent? (context version 2621),Answer the following question based on the context.,The creature becomes violent after repeated rejection and abuse from humans. His loneliness and Victor's abandonment fuel his desire for revenge. (variation 2621)
What is the significance of the letter Raskolnikov receives from his mother? (context version 6968),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 6968)"
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 8273),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 8273)"
What is Elizabeth Bennet’s first impression of Mr. Darcy? (context version 2614),Answer the following question based on the context.,"Elizabeth initially finds Mr. Darcy arrogant and prideful, particularly after he refuses to dance with her and makes dismissive remarks. (variation 2614)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 8333),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 8333)"
How does Lucy's illness progress after being bitten by Dracula? (context version 6030),Answer the following question based on the context.,"Lucy's health deteriorates rapidly; she suffers from severe anemia, sleepwalking, and lethargy, despite several blood transfusions. Eventually, she dies and becomes a vampire. (variation 6030)"
What internal conflict does Raskolnikov experience as he walks to the old woman's house? (context version 9706),Answer the following question based on the context.,"Raskolnikov struggles with fear and self-loathing, questioning whether he is capable of committing a crime he has been contemplating and feeling disgusted with himself for even considering it. (variation 9706)"
What motivates Raskolnikov's idea to commit a crime against Alyona Ivanovna? (context version 8729),Answer the following question based on the context.,"Raskolnikov believes that by killing Alyona Ivanovna, a 'useless' and 'harmful' person, he can free himself and others from her exploitation and use her wealth for good purposes. (variation 8729)"
What motivates Victor Frankenstein to create life? (context version 3266),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 3266)"
How does Lucy's illness progress after being bitten by Dracula? (context version 1012),Answer the following question based on the context.,"Lucy's health deteriorates rapidly; she suffers from severe anemia, sleepwalking, and lethargy, despite several blood transfusions. Eventually, she dies and becomes a vampire. (variation 1012)"
What is the significance of the letter Raskolnikov receives from his mother? (context version 4376),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 4376)"
